Date,Open,High,Low,Close,Adj Close,Volume,ticker
2022-11-14 00:00:00,148.97000122070312,150.27999877929688,147.42999267578125,148.27999877929688,148.27999877929688,73374100.0,AAPL
2022-11-15 00:00:00,152.22000122070312,153.58999633789062,148.55999755859375,150.0399932861328,150.0399932861328,89868300.0,AAPL
2022-11-16 00:00:00,149.1300048828125,149.8699951171875,147.2899932861328,148.7899932861328,148.7899932861328,64218300.0,AAPL
2022-11-17 00:00:00,146.42999267578125,151.47999572753906,146.14999389648438,150.72000122070312,150.72000122070312,80389400.0,AAPL
2022-11-18 00:00:00,152.30999755859375,152.6999969482422,149.97000122070312,151.2899932861328,151.2899932861328,74829600.0,AAPL
2022-11-21 00:00:00,150.16000366210938,150.3699951171875,147.72000122070312,148.00999450683594,148.00999450683594,58724100.0,AAPL
2022-11-22 00:00:00,148.1300048828125,150.4199981689453,146.92999267578125,150.17999267578125,150.17999267578125,51804100.0,AAPL
2022-11-23 00:00:00,149.4499969482422,151.8300018310547,149.33999633789062,151.07000732421875,151.07000732421875,58301400.0,AAPL
2022-11-25 00:00:00,148.30999755859375,148.8800048828125,147.1199951171875,148.11000061035156,148.11000061035156,35195900.0,AAPL
2022-11-28 00:00:00,145.13999938964844,146.63999938964844,143.3800048828125,144.22000122070312,144.22000122070312,69246000.0,AAPL
2022-11-29 00:00:00,144.2899932861328,144.80999755859375,140.35000610351562,141.1699981689453,141.1699981689453,83763800.0,AAPL
2022-11-30 00:00:00,141.39999389648438,148.72000122070312,140.5500030517578,148.02999877929688,148.02999877929688,111224400.0,AAPL
2022-12-01 00:00:00,148.2100067138672,149.1300048828125,146.61000061035156,148.30999755859375,148.30999755859375,71250400.0,AAPL
2022-12-02 00:00:00,145.9600067138672,148.0,145.64999389648438,147.80999755859375,147.80999755859375,65421400.0,AAPL
2022-12-05 00:00:00,147.77000427246094,150.9199981689453,145.77000427246094,146.6300048828125,146.6300048828125,68826400.0,AAPL
2022-12-06 00:00:00,147.07000732421875,147.3000030517578,141.9199981689453,142.91000366210938,142.91000366210938,64727200.0,AAPL
2022-12-07 00:00:00,142.19000244140625,143.3699951171875,140.0,140.94000244140625,140.94000244140625,69721100.0,AAPL
2022-12-08 00:00:00,142.36000061035156,143.52000427246094,141.10000610351562,142.64999389648438,142.64999389648438,62128300.0,AAPL
2022-12-09 00:00:00,142.33999633789062,145.57000732421875,140.89999389648438,142.16000366210938,142.16000366210938,76069500.0,AAPL
2022-12-12 00:00:00,142.6999969482422,144.5,141.07000732421875,144.49000549316406,144.49000549316406,70344238.0,AAPL
2022-01-03 00:00:00,335.3500061035156,338.0,329.7799987792969,334.75,331.6424560546875,28865100.0,MSFT
2022-01-04 00:00:00,334.8299865722656,335.20001220703125,326.1199951171875,329.010009765625,325.95574951171875,32674300.0,MSFT
2022-01-05 00:00:00,325.8599853515625,326.07000732421875,315.9800109863281,316.3800048828125,313.4429931640625,40054300.0,MSFT
2022-01-06 00:00:00,313.1499938964844,318.70001220703125,311.489990234375,313.8800048828125,310.9662170410156,39646100.0,MSFT
2022-01-07 00:00:00,314.1499938964844,316.5,310.0899963378906,314.0400085449219,311.1247253417969,32720000.0,MSFT
2022-01-10 00:00:00,309.489990234375,314.7200012207031,304.69000244140625,314.2699890136719,311.3525695800781,44289500.0,MSFT
2022-01-11 00:00:00,313.3800048828125,316.6099853515625,309.8900146484375,314.9800109863281,312.0559997558594,29386800.0,MSFT
2022-01-12 00:00:00,319.6700134277344,323.4100036621094,317.0799865722656,318.2699890136719,315.3154296875,34372200.0,MSFT
2022-01-13 00:00:00,320.4700012207031,320.8800048828125,304.0,304.79998779296875,301.9704895019531,45366000.0,MSFT
2022-01-14 00:00:00,304.25,310.82000732421875,303.75,310.20001220703125,307.3204040527344,39846400.0,MSFT
2022-01-18 00:00:00,304.07000732421875,309.79998779296875,301.739990234375,302.6499938964844,299.8404541015625,42333200.0,MSFT
2022-01-19 00:00:00,306.2900085449219,313.9100036621094,302.70001220703125,303.3299865722656,300.51409912109375,45933900.0,MSFT
2022-01-20 00:00:00,309.07000732421875,311.6499938964844,301.1400146484375,301.6000061035156,298.8001708984375,35380700.0,MSFT
2022-01-21 00:00:00,302.69000244140625,304.1099853515625,295.6099853515625,296.0299987792969,293.2818908691406,57984400.0,MSFT
2022-01-24 00:00:00,292.20001220703125,297.1099853515625,276.04998779296875,296.3699951171875,293.6187438964844,85731500.0,MSFT
2022-01-25 00:00:00,291.5199890136719,294.989990234375,285.1700134277344,288.489990234375,285.8119201660156,72848600.0,MSFT
2022-01-26 00:00:00,307.989990234375,308.5,293.0299987792969,296.7099914550781,293.9555969238281,90428900.0,MSFT
2022-01-27 00:00:00,302.6600036621094,307.29998779296875,297.92999267578125,299.8399963378906,297.0565490722656,53481300.0,MSFT
2022-01-28 00:00:00,300.2300109863281,308.4800109863281,294.45001220703125,308.260009765625,305.39837646484375,49743700.0,MSFT
2022-01-31 00:00:00,308.95001220703125,312.3800048828125,306.3699951171875,310.9800109863281,308.0931091308594,46444500.0,MSFT
2022-02-01 00:00:00,310.4100036621094,310.6300048828125,305.1300048828125,308.760009765625,305.89373779296875,40950400.0,MSFT
2022-02-02 00:00:00,309.6300048828125,315.1199951171875,308.8800048828125,313.4599914550781,310.5500793457031,36636000.0,MSFT
2022-02-03 00:00:00,309.489990234375,311.2300109863281,299.9599914550781,301.25,298.45343017578125,43730000.0,MSFT
2022-02-04 00:00:00,300.2099914550781,308.79998779296875,299.9700012207031,305.94000244140625,303.0998840332031,35096500.0,MSFT
2022-02-07 00:00:00,306.1700134277344,307.8399963378906,299.8999938964844,300.95001220703125,298.1562194824219,28533300.0,MSFT
2022-02-08 00:00:00,301.25,305.55999755859375,299.95001220703125,304.55999755859375,301.7326965332031,32421200.0,MSFT
2022-02-09 00:00:00,309.8699951171875,311.92999267578125,307.3900146484375,311.2099914550781,308.3209533691406,31284700.0,MSFT
2022-02-10 00:00:00,304.0400085449219,309.1199951171875,300.70001220703125,302.3800048828125,299.572998046875,45386200.0,MSFT
2022-02-11 00:00:00,303.19000244140625,304.2900085449219,294.2200012207031,295.0400085449219,292.30108642578125,39175600.0,MSFT
2022-02-14 00:00:00,293.7699890136719,296.760009765625,291.3500061035156,295.0,292.261474609375,36359500.0,MSFT
2022-02-15 00:00:00,300.010009765625,300.79998779296875,297.0199890136719,300.4700012207031,297.6806945800781,27058300.0,MSFT
2022-02-16 00:00:00,298.3699951171875,300.8699951171875,293.67999267578125,299.5,297.33319091796875,29982100.0,MSFT
2022-02-17 00:00:00,296.3599853515625,296.79998779296875,290.0,290.7300109863281,288.6266784667969,32461600.0,MSFT
2022-02-18 00:00:00,293.04998779296875,293.8599853515625,286.30999755859375,287.92999267578125,285.846923828125,34264000.0,MSFT
2022-02-22 00:00:00,285.0,291.5400085449219,284.5,287.7200012207031,285.6384582519531,41736100.0,MSFT
2022-02-23 00:00:00,290.17999267578125,291.70001220703125,280.1000061035156,280.2699890136719,278.2423095703125,37811200.0,MSFT
2022-02-24 00:00:00,272.510009765625,295.1600036621094,271.5199890136719,294.5899963378906,292.4587097167969,56989700.0,MSFT
2022-02-25 00:00:00,295.1400146484375,297.6300048828125,291.6499938964844,297.30999755859375,295.1590881347656,32546700.0,MSFT
2022-02-28 00:00:00,294.30999755859375,299.1400146484375,293.0,298.7900085449219,296.62835693359375,34627500.0,MSFT
2022-03-01 00:00:00,296.3999938964844,299.9700012207031,292.1499938964844,294.95001220703125,292.816162109375,31217800.0,MSFT
2022-03-02 00:00:00,295.3599853515625,301.4700012207031,293.70001220703125,300.19000244140625,298.01824951171875,31873000.0,MSFT
2022-03-03 00:00:00,302.8900146484375,303.1300048828125,294.04998779296875,295.9200134277344,293.7791442871094,27314500.0,MSFT
2022-03-04 00:00:00,294.2900085449219,295.6600036621094,287.1700134277344,289.8599853515625,287.762939453125,32356500.0,MSFT
2022-03-07 00:00:00,288.5299987792969,289.69000244140625,278.5299987792969,278.9100036621094,276.8921813964844,43157200.0,MSFT
2022-03-08 00:00:00,277.79998779296875,283.9599914550781,270.0,275.8500061035156,273.85430908203125,48159500.0,MSFT
2022-03-09 00:00:00,283.44000244140625,289.6000061035156,280.7799987792969,288.5,286.4128112792969,35204500.0,MSFT
2022-03-10 00:00:00,283.0199890136719,286.6000061035156,280.5799865722656,285.5899963378906,283.52386474609375,30628000.0,MSFT
2022-03-11 00:00:00,287.9599914550781,289.510009765625,279.42999267578125,280.07000732421875,278.0437927246094,27209300.0,MSFT
2022-03-14 00:00:00,280.3399963378906,285.3999938964844,275.82000732421875,276.44000244140625,274.4400634765625,30660700.0,MSFT
2022-03-15 00:00:00,280.3500061035156,287.82000732421875,278.7300109863281,287.1499938964844,285.07257080078125,34245100.0,MSFT
2022-03-16 00:00:00,289.1099853515625,294.57000732421875,283.20001220703125,294.3900146484375,292.26019287109375,37826300.0,MSFT
2022-03-17 00:00:00,293.2900085449219,295.6099853515625,289.3699951171875,295.2200012207031,293.08416748046875,30816600.0,MSFT
2022-03-18 00:00:00,295.3699951171875,301.0,292.7300109863281,300.42999267578125,298.2565002441406,43390600.0,MSFT
2022-03-21 00:00:00,298.8900146484375,300.1400146484375,294.8999938964844,299.1600036621094,296.9956970214844,28351200.0,MSFT
2022-03-22 00:00:00,299.79998779296875,305.0,298.7699890136719,304.05999755859375,301.8602294921875,27599700.0,MSFT
2022-03-23 00:00:00,300.510009765625,303.2300109863281,297.7200012207031,299.489990234375,297.3232727050781,25715400.0,MSFT
2022-03-24 00:00:00,299.1400146484375,304.20001220703125,298.32000732421875,304.1000061035156,301.89996337890625,24484500.0,MSFT
2022-03-25 00:00:00,305.2300109863281,305.5,299.2900085449219,303.67999267578125,301.48297119140625,22566500.0,MSFT
2022-03-28 00:00:00,304.3299865722656,310.79998779296875,304.3299865722656,310.70001220703125,308.45220947265625,29578200.0,MSFT
2022-03-29 00:00:00,313.9100036621094,315.82000732421875,309.04998779296875,315.4100036621094,313.12811279296875,30393400.0,MSFT
2022-03-30 00:00:00,313.760009765625,315.95001220703125,311.5799865722656,313.8599853515625,311.5893249511719,28163600.0,MSFT
2022-03-31 00:00:00,313.8999938964844,315.1400146484375,307.8900146484375,308.30999755859375,306.0794677734375,33422100.0,MSFT
2022-04-01 00:00:00,309.3699951171875,310.1300048828125,305.5400085449219,309.4200134277344,307.18145751953125,27110500.0,MSFT
2022-04-04 00:00:00,310.0899963378906,315.1099853515625,309.7099914550781,314.9700012207031,312.6913146972656,24289600.0,MSFT
2022-04-05 00:00:00,313.2699890136719,314.8699951171875,309.8699951171875,310.8800048828125,308.6308898925781,23156700.0,MSFT
2022-04-06 00:00:00,305.19000244140625,307.0,296.7099914550781,299.5,297.33319091796875,40110400.0,MSFT
2022-04-07 00:00:00,296.6600036621094,303.6499938964844,296.3500061035156,301.3699951171875,299.1896667480469,31411200.0,MSFT
2022-04-08 00:00:00,300.44000244140625,301.1199951171875,296.2799987792969,296.9700012207031,294.8215026855469,24361900.0,MSFT
2022-04-11 00:00:00,291.7900085449219,292.6099853515625,285.0,285.260009765625,283.1962890625,34569300.0,MSFT
2022-04-12 00:00:00,289.239990234375,290.739990234375,280.489990234375,282.05999755859375,280.0194091796875,30966700.0,MSFT
2022-04-13 00:00:00,282.7300109863281,288.5799865722656,281.29998779296875,287.6199951171875,285.5391540527344,21907200.0,MSFT
2022-04-14 00:00:00,288.0899963378906,288.30999755859375,279.32000732421875,279.8299865722656,277.8055419921875,28221600.0,MSFT
2022-04-18 00:00:00,278.9100036621094,282.4599914550781,278.3399963378906,280.5199890136719,278.49053955078125,20778000.0,MSFT
2022-04-19 00:00:00,279.3800048828125,286.1700134277344,278.4100036621094,285.29998779296875,283.2359619140625,22297700.0,MSFT
2022-04-20 00:00:00,289.3999938964844,289.70001220703125,285.3699951171875,286.3599853515625,284.28826904296875,22906700.0,MSFT
2022-04-21 00:00:00,288.5799865722656,293.29998779296875,280.05999755859375,280.80999755859375,278.7784118652344,29454600.0,MSFT
2022-04-22 00:00:00,281.67999267578125,283.20001220703125,273.3800048828125,274.0299987792969,272.0474853515625,29405800.0,MSFT
2022-04-25 00:00:00,273.2900085449219,281.1099853515625,270.7699890136719,280.7200012207031,278.6890869140625,35678900.0,MSFT
2022-04-26 00:00:00,277.5,278.3599853515625,270.0,270.2200012207031,268.26507568359375,46518400.0,MSFT
2022-04-27 00:00:00,282.1000061035156,290.9700012207031,279.1600036621094,283.2200012207031,281.1710205078125,63477700.0,MSFT
2022-04-28 00:00:00,285.19000244140625,290.9800109863281,281.4599914550781,289.6300048828125,287.5346374511719,33646600.0,MSFT
2022-04-29 00:00:00,288.6099853515625,289.8800048828125,276.5,277.5199890136719,275.51220703125,37073900.0,MSFT
2022-05-02 00:00:00,277.7099914550781,284.94000244140625,276.2200012207031,284.4700012207031,282.4119567871094,35151100.0,MSFT
2022-05-03 00:00:00,283.9599914550781,284.1300048828125,280.1499938964844,281.7799987792969,279.7414245605469,25978600.0,MSFT
2022-05-04 00:00:00,282.5899963378906,290.8800048828125,276.7300109863281,289.9800109863281,287.8821105957031,33599300.0,MSFT
2022-05-05 00:00:00,285.5400085449219,286.3500061035156,274.3399963378906,277.3500061035156,275.3434753417969,43260400.0,MSFT
2022-05-06 00:00:00,274.80999755859375,279.25,271.2699890136719,274.7300109863281,272.742431640625,37780300.0,MSFT
2022-05-09 00:00:00,270.05999755859375,272.3599853515625,263.32000732421875,264.5799865722656,262.6658630371094,47726000.0,MSFT
2022-05-10 00:00:00,271.69000244140625,273.75,265.07000732421875,269.5,267.5502624511719,39336400.0,MSFT
2022-05-11 00:00:00,265.67999267578125,271.3599853515625,259.29998779296875,260.54998779296875,258.6650085449219,48975900.0,MSFT
2022-05-12 00:00:00,257.69000244140625,259.8800048828125,250.02000427246097,255.3500061035156,253.5026397705078,51033800.0,MSFT
2022-05-13 00:00:00,257.3500061035156,263.0400085449219,255.3500061035156,261.1199951171875,259.2309265136719,34925100.0,MSFT
2022-05-16 00:00:00,259.9599914550781,265.82000732421875,255.77999877929688,261.5,259.608154296875,32550900.0,MSFT
2022-05-17 00:00:00,266.1099853515625,268.3299865722656,262.4599914550781,266.82000732421875,264.8896789550781,28828800.0,MSFT
2022-05-18 00:00:00,263.0,263.6000061035156,252.77000427246097,254.0800018310547,252.8293304443359,31356000.0,MSFT
2022-05-19 00:00:00,253.8999938964844,257.6700134277344,251.8800048828125,253.13999938964844,251.8939514160156,32692300.0,MSFT
2022-05-20 00:00:00,257.239990234375,258.5400085449219,246.44000244140625,252.55999755859375,251.3168029785156,39199300.0,MSFT
2022-05-23 00:00:00,255.4900054931641,261.5,253.42999267578125,260.6499938964844,259.3669738769531,33175400.0,MSFT
2022-05-24 00:00:00,257.8900146484375,261.3299865722656,253.5,259.6199951171875,258.342041015625,29043900.0,MSFT
2022-05-25 00:00:00,258.1400146484375,264.5799865722656,257.1300048828125,262.5199890136719,261.227783203125,28547900.0,MSFT
2022-05-26 00:00:00,262.2699890136719,267.1099853515625,261.42999267578125,265.8999938964844,264.59112548828125,25002100.0,MSFT
2022-05-27 00:00:00,268.4800109863281,273.3399963378906,267.55999755859375,273.239990234375,271.8949890136719,26910800.0,MSFT
2022-05-31 00:00:00,272.5299987792969,274.7699890136719,268.92999267578125,271.8699951171875,270.5317687988281,37827700.0,MSFT
2022-06-01 00:00:00,275.20001220703125,277.69000244140625,270.0400085449219,272.4200134277344,271.07904052734375,25292200.0,MSFT
2022-06-02 00:00:00,264.45001220703125,274.6499938964844,261.6000061035156,274.5799865722656,273.2283935546875,44008200.0,MSFT
2022-06-03 00:00:00,270.30999755859375,273.45001220703125,268.4100036621094,270.0199890136719,268.69085693359375,28059000.0,MSFT
2022-06-06 00:00:00,272.05999755859375,274.17999267578125,267.2200012207031,268.75,267.4270935058594,22400300.0,MSFT
2022-06-07 00:00:00,266.6400146484375,273.1300048828125,265.94000244140625,272.5,271.1586608886719,22860700.0,MSFT
2022-06-08 00:00:00,271.7099914550781,273.0,269.6099853515625,270.4100036621094,269.0789489746094,17372300.0,MSFT
2022-06-09 00:00:00,267.7799987792969,272.7099914550781,264.6300048828125,264.7900085449219,263.48663330078125,26439700.0,MSFT
2022-06-10 00:00:00,260.5799865722656,260.5799865722656,252.52999877929688,252.9900054931641,251.74468994140625,31422800.0,MSFT
2022-06-13 00:00:00,245.11000061035156,249.02000427246097,241.52999877929688,242.2599945068359,241.0675048828125,46135800.0,MSFT
2022-06-14 00:00:00,243.86000061035156,245.7400054931641,241.5099945068359,244.4900054931641,243.2865295410156,28651500.0,MSFT
2022-06-15 00:00:00,248.30999755859375,255.3000030517578,246.4199981689453,251.7599945068359,250.5207366943359,33111700.0,MSFT
2022-06-16 00:00:00,245.97999572753903,247.4199981689453,243.02000427246097,244.97000122070312,243.76416015625,33169200.0,MSFT
2022-06-17 00:00:00,244.6999969482422,250.5,244.02999877929688,247.6499938964844,246.43096923828125,43084800.0,MSFT
2022-06-21 00:00:00,250.2599945068359,254.75,249.5099945068359,253.7400054931641,252.49099731445312,29928300.0,MSFT
2022-06-22 00:00:00,251.88999938964844,257.1700134277344,250.3699951171875,253.1300048828125,251.88400268554688,25939900.0,MSFT
